name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
抱きしめたいけど,258920,False,19,NMB48,世界の中心は大阪や~なんば自治区~ (通常盤Type-N),0.387,0.937,4,-3.789,,0.0611,0.0937,0.0,0.232,0.428,153.992,258920,4.0,651.0,162.0,0.567,0.916010498687664,j-idol
Late Night Jam,147000,False,41,Wasted Glitter,Late Night Jam,0.739,0.71,11,-7.269,0.0,0.0903,0.917,0.783,0.231,0.614,79.982,147000,4.0,192.0,47.0,0.333,0.7481162540365985,study
For The Love Of Money,345000,False,7,Glenn Underground,"July 12, 1979",0.783,0.61,7,-11.324,,0.0506,0.00265,0.2,0.046,0.512,120.015,345000,4.0,682.0,169.0,0.386,4.067085953878407,chicago-house
Find It,200340,False,19,Elephant Man,Find It,0.94,0.665,0,-10.162,1.0,0.0594,0.166,0.0,0.0964,0.969,121.029,200340,4.0,401.0,100.0,0.112,3.349056603773585,j-dance
Raid,153786,True,0,Intence;Countree Hype,Raid,0.953,0.617,4,-7.589,0.0,0.281,0.321,0.0,0.0714,0.556,103.022,153786,,261.0,65.0,0.549,0.916010498687664,j-dance
Kesariya - Lofi Flip,240157,False,63,VIBIE;Arijit Singh;Pritam,Kesariya (Lofi Flip),0.602,0.41,11,-12.368,1.0,0.0391,0.213,1.19e-06,0.235,0.0671,95.02,240158,4.0,378.0,94.0,0.286,0.7481162540365985,indian
Horizon Butterfly,120000,False,43,DGHTR,HoriZon Butterfly,0.78,0.446,11,-10.857,0.0,0.0898,0.564,0.864,0.104,0.507,90.019,120000,4.0,179.0,43.0,0.199,0.7481162540365985,study
Strange as it Seems,268306,False,19,The Wood Brothers,One Drop of Truth,0.485,0.113,2,-13.116,,0.0345,0.883,0.00763,0.108,0.0628,145.722,268307,4.0,635.0,158.0,0.803,3.70048309178744,bluegrass
System Crash [Mix Cut] - Original Mix,122853,False,27,Amnesys;Lenny Dee,Defqon.1 2010 - No Time To Waste,0.428,0.972,7,-6.479,1.0,0.381,0.00618,3.46e-06,0.89,0.55,169.982,122853,4.0,346.0,86.0,0.766,4.067085953878407,happy
Xerrox 2ndevol,224013,False,11,alva noto,"Xerrox, Vol. 3",0.311,0.0811,1,-27.714,0.0,0.036,0.973,0.815,0.0677,0.0372,111.219,224013,5.0,418.0,106.0,0.142,2.36741214057508,idm
Higher Ground,215130,False,63,ODESZA;Naomi Wild,A Moment Apart,0.629,0.852,1,-5.094,1.0,0.0521,0.0865,0.0215,0.263,0.415,104.997,215131,4.0,376.0,93.0,0.54,2.36741214057508,sleep
The New Day,164000,False,40,Jolly Jordan,The New Day,0.66,0.43,9,-8.103,,0.0278,0.277,0.868,0.144,0.309,79.996,164000,4.0,216.0,53.0,0.523,1.343558282208589,study
Momentum - Live,224480,False,30,Planetshakers;Su Presencia,Sé Quién Eres Tú,0.605,0.948,10,-4.649,,0.0694,0.011,4.4e-06,0.834,0.472,133.962,224480,4.0,483.0,122.0,0.346,0.7573891625615764,afrobeat
Wind It Up - The Rewound Edit,211000,False,19,The Prodigy,Wind It Up (Rewound),0.578,0.735,1,-11.431,1.0,0.0378,0.000797,0.782,0.234,0.552,145.096,211000,4.0,503.0,125.0,0.802,2.36741214057508,breakbeat
Seeing Red,211493,False,23,Entombed,Uprising,0.2,0.973,6,-3.391,0.0,0.0784,2.98e-05,0.000521,0.331,0.148,124.365,211493,,433.0,107.0,0.664,1.1709531013615733,black-metal
Hairdryer Sound for Sleep,168250,False,54,Pink Noise;Sleepy Times,Soothing Hum: Pink Noise,0.155,0.528,1,-20.523,1.0,0.179,0.774,0.652,0.112,0.0236,82.845,168250,1.0,229.0,56.0,0.598,2.36741214057508,sleep
Last Day - David August Revision,404818,False,52,Kollektiv Turmstrasse;DAVID AUGUST,Diynamic Revisited (By David August),0.674,0.496,10,-14.709,,0.0357,0.281,0.929,0.11,0.398,112.011,404819,4.0,751.0,190.0,0.089,0.7573891625615764,techno
The Viking,273280,False,17,Ikebe Shakedown,Ikebe Shakedown,0.732,0.967,7,-6.559,1.0,0.0514,0.332,0.882,0.0555,0.755,110.103,273280,4.0,492.0,123.0,0.421,4.067085953878407,afrobeat
Families,296851,False,43,Peppa Pig Stories,Families,0.618,0.369,3,-13.64,1.0,0.901,0.754,0.0,0.453,0.775,154.141,296851,4.0,700.0,175.0,0.376,1.7389162561576357,disney
Everytime - 92 Sounds Remix,164571,False,18,LTGTR;92 Sounds,Everytime,0.698,0.785,4,-9.315,0.0,0.0671,0.0622,0.00203,0.28,0.694,123.999,164571,4.0,337.0,82.0,0.128,0.916010498687664,techno
Send Me an Angel,237960,False,26,Zeromancer,Eurotrash,0.595,0.67,2,-6.146,0.0,0.0362,3.73e-05,0.0213,0.243,0.238,130.03,237960,4.0,509.0,127.0,0.364,3.70048309178744,industrial
Shooting Star (Al Storm's HS Remix),311786,False,19,Bang!,Shooting Star EP,0.53,0.995,10,-2.924,0.0,0.101,0.00208,0.423,0.0541,0.349,174.013,311787,4.0,896.0,224.0,0.404,0.7573891625615764,happy
Música para Estudiar,369000,False,7,Estudio Hermoso,"Música para Estudiar 2020: Música Relajante para Estudiar y Leer, Música Instrumental de Piano",0.109,0.187,0,-20.388,,0.0354,0.933,0.979,0.162,0.0318,92.223,369000,5.0,580.0,146.0,0.037,3.349056603773585,iranian
Feo Fuerte y Formal,242266,False,62,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",0.716,0.879,5,-6.179,0.0,0.0349,0.0454,0.0,0.243,0.905,126.368,242267,4.0,501.0,126.0,0.297,1.2793053545586106,spanish
Nok Tup,245133,False,0,Luke Vibert,YosepH,0.551,0.844,11,-4.863,,0.0609,0.175,0.921,0.177,0.793,122.425,245133,3.0,529.0,178.0,0.382,0.7481162540365985,idm
Activar la Glándula Pineal,705288,False,28,Mc_team,Música Relajante Para Calmar La Mente,0.308,0.148,4,-23.87,1.0,0.0395,0.83,0.811,0.0963,0.0398,116.531,705288,3.0,1281.0,427.0,0.157,0.916010498687664,indian
Te Amo x Tera Hone Laga Hoon - Acoustic,154419,False,0,NIRAJ,Te Amo x Tera Hone Laga Hoon (Acoustic),0.722,0.297,7,-11.423,1.0,0.0332,0.74,0.0,0.117,0.399,119.963,154420,4.0,300.0,74.0,0.906,4.067085953878407,indian
Adará,267091,False,22,Abayomy Afrobeat Orquestra;Orlando Julius,Adará,0.613,0.9,5,-8.293,,0.0507,0.00838,0.253,0.0641,0.664,121.032,267092,4.0,534.0,133.0,0.467,1.2793053545586106,afrobeat
Blue - Extended Mix,440893,False,10,Stanton Warriors,"Stanton Sessions, Vol. 2 (Sampler 1)",0.796,0.646,10,-8.9,0.0,0.0751,0.0187,0.911,0.0399,0.189,130.005,440893,4.0,943.0,235.0,0.564,0.7573891625615764,breakbeat
Laisse les parler (Radio Edit),176030,False,13,Tayo,Laisse les parler - Single,0.738,0.95,9,-4.349,0.0,0.0746,0.0958,0.0,0.0652,0.768,128.045,176030,4.0,367.0,93.0,0.889,1.343558282208589,breakbeat
Águas de Março,179866,False,22,Orquestra Brasileira de Música Jamaicana,Volume I,0.851,0.498,5,-7.259,1.0,0.0427,0.741,0.888,0.162,0.896,129.1,179867,4.0,386.0,96.0,0.658,1.2793053545586106,afrobeat
Mat Aazma Re,251480,False,65,Pritam;KK,Murder 3 (Original Motion Picture Soundtrack),0.467,0.859,0,-2.946,0.0,0.0409,0.661,0.0,0.0522,0.673,89.842,251480,4.0,365.0,88.0,0.986,3.349056603773585,indian
Deja Que Te Bese,244353,False,68,Alejandro Sanz;Marc Anthony,Deja Que Te Bese,0.707,0.908,1,-2.903,1.0,0.0582,0.134,0.0,0.111,0.546,104.888,244353,4.0,418.0,105.0,0.55,2.36741214057508,spanish
La Tentation,148333,False,15,Regarde Les Hommes Tomber,Ascension,0.212,0.209,8,-15.091,1.0,0.0387,0.724,0.965,0.248,0.0323,61.755,148333,4.0,152.0,37.0,0.64,2.7259036144578315,black-metal
Never Ever More,193786,False,9,Sonic Area,Music for Ghosts,0.57,0.691,9,-7.173,0.0,0.0335,0.00481,0.0826,0.556,0.119,126.957,193787,4.0,406.0,101.0,0.025,1.343558282208589,idm
Quit the Addict,292343,False,0,Confess,Beginning of Dominion,0.46,0.963,3,-4.572,,0.137,5e-05,0.909,0.201,0.145,109.994,292344,3.0,527.0,176.0,0.174,1.7389162561576357,iranian
comin 4 ya,144163,False,33,Analog Sunset,comin 4 ya,0.739,0.269,3,-15.132,,0.0684,0.794,0.914,0.1,0.11,143.454,144163,4.0,345.0,85.0,0.128,1.7389162561576357,study
Happy Home,337306,False,23,Blackstreet,Blackstreet,0.548,0.504,6,-7.907,0.0,0.0567,0.136,0.0,0.145,0.6,188.67,337307,3.0,1056.0,352.0,0.5,1.1709531013615733,j-dance
Devil Stuff,311106,False,32,Evil Nine,You Can Be Special Too,0.708,0.773,0,-5.604,1.0,0.03,0.00643,0.662,0.292,0.76,131.994,311107,4.0,685.0,172.0,0.519,3.349056603773585,breakbeat
"OH NO,OH YES! - 2012 Remaster",287586,False,44,Akina Nakamori,CRIMSON (2012 Remaster),0.609,0.794,11,-7.096,0.0,0.0294,0.177,0.0689,0.0521,0.682,138.096,287587,4.0,651.0,161.0,0.0,0.7481162540365985,j-idol
Con la luna llena,228213,False,62,Melendi,Sin Noticias De Holanda,0.68,0.856,4,-6.516,1.0,0.158,0.702,0.0,0.0893,0.673,163.941,228213,4.0,616.0,153.0,0.61,0.916010498687664,spanish
Conquer All,211266,False,52,Behemoth,Demigod,0.235,0.927,6,-5.824,1.0,0.084,0.000173,0.893,0.0748,0.253,90.497,211267,4.0,312.0,78.0,0.158,1.1709531013615733,black-metal
How Mi Grow,144000,False,0,Vybz Kartel,Farr Out,0.605,0.798,1,-4.436,,0.373,0.375,2.54e-05,0.0612,0.942,94.19,144000,4.0,224.0,56.0,0.657,2.36741214057508,j-dance
Melhor Lugar: Sessão Acústica,252874,False,42,Marcelo Markes,Melhor Lugar: Sessão Acústica,0.335,0.298,8,-12.329,0.0,0.0328,0.859,0.00183,0.109,0.105,126.957,252874,4.0,434.0,109.0,0.257,2.7259036144578315,brazil
Bossy Bossa,87000,False,44,Hi Hat Henry,Soul Kitchen,0.719,0.332,10,-9.41,1.0,0.071,0.0372,0.922,0.166,0.408,159.976,87000,,231.0,57.0,0.401,0.7573891625615764,study
Erase The Miles,292560,False,22,IIIrd Tyme Out,IIIrd Tyme Out,0.536,0.157,5,-18.52,1.0,0.0296,0.824,9.69e-05,0.108,0.193,96.635,292560,4.0,461.0,114.0,0.869,1.2793053545586106,bluegrass
Shoot The Dog,205800,False,25,Alison Brown,Twilight Motel,0.431,0.637,7,-9.148,0.0,0.0298,0.492,0.831,0.198,0.961,149.652,205800,4.0,500.0,125.0,0.721,4.067085953878407,bluegrass
Rank Stranger,162013,False,21,Ralph Stanley,Gloryland - 30 Bluegrass Gospel Classics,0.316,0.247,1,-11.831,1.0,0.0281,0.766,0.0,0.118,0.358,184.666,162013,3.0,474.0,159.0,0.603,2.36741214057508,bluegrass
Fikar Not,189073,False,52,Pritam;Nakash Aziz;Dev Negi;Amit Mishra;Amitabh Bhattacharya;Sreerama Chandra;Antara Mitra,Chhichhore,0.609,0.849,5,-6.826,0.0,0.0859,0.375,0.0019,0.058,0.869,185.889,189073,3.0,579.0,191.0,0.188,1.2793053545586106,indian
Deixe-Me Ir / Tem Café,272277,False,49,Maneva,Deixe-Me Ir / Tem Café (Ao Vivo),0.616,0.714,7,-3.965,0.0,0.311,0.243,0.0,0.316,0.695,176.192,272277,4.0,791.0,198.0,0.104,4.067085953878407,brazil
Zwitter,257493,False,57,Rammstein,Mutter,0.467,0.968,2,-3.991,,0.0877,9.16e-06,0.757,0.331,0.354,160.17,257493,4.0,686.0,174.0,0.284,3.70048309178744,industrial
Tamoome Majera!,60053,False,0,Najand,The November Revolution,0.264,0.842,5,-4.823,,0.0917,3.01e-05,0.676,0.768,0.0621,36.95,60053,4.0,37.0,8.0,0.114,1.2793053545586106,iranian
YOUTH,185194,False,74,Troye Sivan,Blue Neighbourhood (Deluxe),0.628,0.737,7,-4.437,1.0,0.041,0.0625,0.0,0.0777,0.592,91.507,185194,4.0,277.0,68.0,0.572,4.067085953878407,breakbeat
Velvet Morning 22 (ASOT 1090),137625,False,17,Kyau & Albert,ASOT 1090 - A State Of Trance Episode 1090,0.479,0.946,10,-7.859,0.0,0.0388,0.000548,0.261,0.136,0.0381,125.487,137625,4.0,287.0,71.0,0.725,0.7573891625615764,techno
Thoughts of Ancient Gods,678265,False,10,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,0.169,0.181,0,-24.002,1.0,0.0459,0.32,0.856,0.0997,0.032,115.982,678265,4.0,1204.0,301.0,0.213,3.349056603773585,iranian
2 Millionen Gründe,192187,False,20,Nico Gemba,2 Millionen Gründe,0.602,0.963,0,-3.657,1.0,0.0382,0.0449,0.0,0.184,0.842,128.009,192187,4.0,402.0,100.0,0.962,3.349056603773585,happy
Hold It Down - Bugz In The Attic's Co-Operative Mix,439426,False,26,4hero,Lifestyle2 - Dance Grooves Vol 1 (International Version),0.75,0.693,9,-8.963,1.0,0.087,0.000402,0.0269,0.0904,0.83,129.034,439427,4.0,938.0,236.0,0.044,1.343558282208589,industrial
好きだ!!!,254133,False,34,≠ME,まほろばアスタリスク Special Edition,0.485,0.933,1,-3.106,1.0,0.0749,0.00439,0.000531,0.389,0.511,173.917,254133,4.0,723.0,180.0,0.129,2.36741214057508,j-idol
Juaneco Y La Negra,297665,False,25,Thee Commons,Collecion De Oro,0.343,0.886,0,-3.107,,0.0313,0.000273,0.000233,0.19,0.828,192.492,297665,,955.0,240.0,0.619,3.349056603773585,afrobeat
For a Moment,222712,False,16,Five Star Hotel;Spirit Waves,Machine Girl / Five Star Hotel,0.483,0.714,2,-7.418,,0.0358,0.0978,0.647,0.105,0.165,99.999,222713,4.0,365.0,92.0,0.74,3.70048309178744,techno
I Call You Out,206250,False,11,Joey Riot;Teddy,I Call You Out,0.496,0.996,2,-1.704,,0.136,0.0232,0.00308,0.422,0.448,160.002,206250,4.0,542.0,135.0,0.715,3.70048309178744,happy
裝幀,245000,False,44,Crispy脆樂團,裝幀,0.583,0.236,4,-12.649,,0.0437,0.884,0.0,0.133,0.382,84.049,245000,4.0,340.0,84.0,0.797,0.916010498687664,mandopop
最高かよ,273093,False,21,HKT48,最高かよ,0.422,0.971,4,-3.262,1.0,0.0625,0.154,0.0172,0.383,0.182,90.083,273093,4.0,404.0,100.0,0.821,0.916010498687664,j-idol
Song for Summer,418311,False,11,Dub Pistols;Ashley Slater,Rum & Coke,0.512,0.651,4,-9.3,1.0,0.0341,0.0882,0.806,0.297,0.234,149.984,418311,,1036.0,261.0,0.011,0.916010498687664,breakbeat
Tu Jo Mila (Reprise),257831,False,43,Pritam;Papon,Bajrangi Bhaijaan,0.473,0.441,10,-9.205,1.0,0.0315,0.85,0.000159,0.116,0.265,122.017,257831,4.0,516.0,129.0,0.179,0.7573891625615764,indian
Cosmos 2278,136000,False,7,"Sarah, the Illstrumentalist",Constellations,0.781,0.49,7,-12.236,,0.0452,0.217,0.426,0.0809,0.608,114.623,136000,4.0,254.0,63.0,0.557,4.067085953878407,study
The music is rising,385653,True,19,Neophyte;The Stunned Guys,The music is rising,0.538,0.983,11,-7.304,1.0,0.209,0.0287,0.386,0.516,0.0378,158.039,385653,4.0,1012.0,256.0,0.967,0.7481162540365985,happy
Kick It Complex - Bassnectar Remix,253160,False,16,Bassnectar;Persia,Underground Communication,0.772,0.866,7,-6.389,,0.223,0.00206,0.00447,0.394,0.411,99.986,253160,4.0,416.0,104.0,0.09,4.067085953878407,breakbeat
Genre Police (feat. Lexi),196499,False,44,S3RL;Lexi,Genre Police (feat. Lexi),0.595,0.957,1,-0.884,,0.0858,0.0231,8.3e-05,0.142,0.715,160.022,196499,3.0,522.0,174.0,0.029,2.36741214057508,happy
Con sólo una mirada,249640,False,31,Ole Ole,La Colección Definitiva,0.708,0.921,2,-3.954,1.0,0.0367,0.0568,0.000531,0.116,0.925,121.738,249640,,501.0,125.0,0.185,3.70048309178744,spanish
Peaches 'n' Cream,192307,False,11,PIÑA PINK,Peaches 'n' Cream,0.643,0.394,0,-13.073,1.0,0.0671,0.81,0.909,0.794,0.584,155.944,192308,4.0,495.0,123.0,0.418,3.349056603773585,study
Too Cheshmat 3,160000,False,2,Saeed Dehghan,Oryan,0.492,0.869,0,-8.763,0.0,0.158,0.178,0.843,0.089,0.435,149.955,160000,4.0,400.0,99.0,0.587,3.349056603773585,iranian
La Verdad,157964,False,57,Siloé,La Verdad,0.611,0.624,9,-4.349,1.0,0.0349,0.734,0.0,0.0629,0.523,117.143,157964,4.0,300.0,74.0,0.955,1.343558282208589,spanish
How Do You Know?,238746,False,21,The Infamous Stringdusters,Toward the Fray,0.559,0.844,4,-6.456,1.0,0.0353,0.39,0.0321,0.171,0.571,100.71,238747,4.0,392.0,98.0,0.858,0.916010498687664,bluegrass
Siéntese Quien Pueda,142285,False,4,Fernando Corona,Siéntese Quien Pueda,0.779,0.69,9,-5.357,,0.0404,0.0385,2.92e-06,0.264,0.896,105.014,142286,4.0,243.0,60.0,0.403,1.343558282208589,idm
Test & Recognise - Flume Re-work,303660,False,71,Seekae;Flume,Test & Recognise (Remixes),0.544,0.579,8,-8.52,,0.0712,0.193,1.43e-05,0.117,0.294,109.769,303661,4.0,544.0,137.0,0.656,2.7259036144578315,idm
Domino - Rework Edit,222416,False,53,Oxia,Domino Remixes,0.725,0.855,1,-9.101,0.0,0.0435,0.0017,0.921,0.076,0.123,126.034,222417,4.0,464.0,115.0,0.643,2.36741214057508,techno
Good Vibrations - Mixed,232210,False,9,Mark Farina;Homero Espinosa,Bargrooves Deluxe Edition 2018 (Mixed),0.67,0.754,5,-6.939,0.0,0.0527,0.00226,0.824,0.0907,0.642,124.026,232211,4.0,479.0,119.0,0.317,1.2793053545586106,chicago-house
La Perla (feat. Rubén Blades & La Chilinga),416133,False,23,Calle 13;Rubén Blades;La Chilinga,Los De Atrás Vienen Conmigo,0.735,0.681,10,-7.757,1.0,0.316,0.673,0.0,0.0584,0.968,90.003,416133,4.0,622.0,155.0,0.301,0.7573891625615764,afrobeat
Thank You,196457,False,16,Ed Solo;Leanne Louise,Welcome To The Jungle - Gold (The Best Of Jungle Cakes),0.694,0.914,8,-3.563,,0.069,0.00187,0.0557,0.0916,0.395,174.973,196457,4.0,569.0,142.0,0.022,2.7259036144578315,breakbeat
Come to House,301880,False,25,Mr. Lee,Come to House,0.591,0.784,10,-13.84,0.0,0.0521,0.0303,0.917,0.11,0.688,122.588,301880,,612.0,155.0,0.744,0.7573891625615764,chicago-house
Tujhe Sochta Hoon - Lofi Flip,188087,False,47,Deepanshu Ruhela;KK;Pritam,Tujhe Sochta Hoon (Lofi Flip),0.386,0.565,0,-7.754,0.0,0.0518,0.84,0.00112,0.64,0.189,149.23,188088,4.0,464.0,115.0,0.179,3.349056603773585,indian
半點心,234613,False,27,Grasshopper,草蜢音樂大全101,0.79,0.689,4,-7.507,0.0,0.0295,0.459,6.76e-06,0.239,0.814,122.226,234613,,468.0,116.0,0.034,0.916010498687664,mandopop
Wake Me,477626,False,10,Kenny Larkin,"Keys, Strings, Tambourines",0.824,0.576,5,-9.123,0.0,0.0579,0.00143,0.85,0.0653,0.297,127.017,477627,4.0,1003.0,252.0,0.908,1.2793053545586106,chicago-house
Braços do Pai / Em Teus braços - Live 2020,618676,False,46,Gabriela Rocha;Mariana Valadão,Juntos Em Adoração (Live 2020),0.279,0.489,10,-6.429,1.0,0.0383,0.0864,6.54e-05,0.101,0.125,133.42,618677,4.0,1353.0,339.0,0.674,0.7573891625615764,brazil
Waltzacid,465721,False,9,Ceephax Acid Crew,Box Steady,0.724,0.904,8,-6.742,0.0,0.0487,0.209,0.87,0.585,0.766,122.002,465722,4.0,945.0,238.0,0.179,2.7259036144578315,idm
12 Rounds (feat. Happi),166373,False,26,Becca Folkes;Happi,12 Rounds (feat. Happi),0.725,0.611,4,-7.218,,0.128,0.086,0.0,0.504,0.415,101.012,166374,,279.0,70.0,0.437,0.916010498687664,afrobeat
Back At The Boathouse,171704,False,38,Breakestra,Dusk Till Dawn,0.763,0.925,11,-3.819,,0.0406,0.0533,0.893,0.102,0.761,98.51,171705,4.0,279.0,69.0,0.357,0.7481162540365985,afrobeat
Wajah,224486,False,39,Piyush Bhisekar,Hai Bharosa,0.563,0.212,9,-12.493,1.0,0.0332,0.468,4.03e-06,0.206,0.219,87.939,224486,4.0,323.0,80.0,0.394,1.343558282208589,indian
Road of Resistance,318026,False,51,BABYMETAL,BABYMETAL,0.204,0.964,1,-2.561,0.0,0.138,2.15e-05,0.00307,0.0705,0.217,204.913,318027,4.0,1061.0,265.0,0.735,2.36741214057508,j-idol
Alle Remmen Los! - Radio Edit,180016,True,18,Neophyte;Dr Phunk;Tim Beumers,Alle Remmen Los! (Radio Edit),0.615,0.873,2,-3.852,1.0,0.042,0.107,1.01e-05,0.0863,0.279,154.944,180017,4.0,459.0,114.0,0.595,3.70048309178744,happy
Rittle Alpha - Archive '99,200033,False,11,Telefon Tel Aviv,Fahrenheit Fair Enough,0.485,0.907,7,-7.424,,0.328,0.432,0.0464,0.134,0.0827,109.192,200034,4.0,350.0,87.0,0.592,4.067085953878407,idm
ハイタテキ! (中吉 ver.),283960,False,21,Shiritsu Ebisu Chugaku,Major Debut 10th Anniversary Album 中吉,0.358,0.978,7,-2.258,1.0,0.232,0.126,0.000546,0.298,0.314,171.993,283960,4.0,785.0,196.0,0.761,4.067085953878407,j-idol
Watch Your Friends,158545,True,19,N-Sane,Watch Your Friends,0.738,0.721,10,-8.331,0.0,0.0885,0.0521,0.0,0.307,0.476,92.953,158546,4.0,245.0,60.0,0.801,0.7573891625615764,happy
earned,123314,False,12,Organ Tapes,唱着那无人问津的歌谣 / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,0.422,0.477,6,-15.273,0.0,0.0318,0.0337,6.34e-05,0.223,0.392,90.511,123315,4.0,173.0,42.0,0.191,1.1709531013615733,techno
片想いよりも思い出を…,298612,False,17,NMB48,難波愛~今、思うこと~ (劇場盤),0.326,0.948,6,-3.058,1.0,0.0732,0.0725,0.0,0.306,0.501,168.02,298613,4.0,816.0,203.0,0.684,1.1709531013615733,j-idol
Solid Ground,242613,False,28,Wood Belly,Solid Ground,0.608,0.659,7,-8.813,,0.0282,0.24,0.00818,0.305,0.822,130.025,242613,,509.0,126.0,0.881,4.067085953878407,bluegrass
Gente Morta Não Conta História,190775,True,35,Yung Buda,Zero,0.729,0.508,1,-9.2,0.0,0.0931,0.0812,0.115,0.589,0.0824,159.992,190775,,504.0,125.0,0.739,2.36741214057508,brazil
Nuh Unruly,172068,True,2,Fully Bad;Dj Slow Motion,Nuh Unruly,0.694,0.703,2,-5.266,,0.418,0.0432,0.0,0.122,0.323,102.302,172069,4.0,289.0,72.0,0.759,3.70048309178744,j-dance
The Last Supper - Remastered 2021,237826,True,15,Belphegor,The Last Supper (Remastered 2021),0.099,0.974,8,-3.688,1.0,0.0931,3.77e-06,0.843,0.0547,0.147,166.572,237827,4.0,651.0,163.0,0.238,2.7259036144578315,black-metal
Golden Hour,269695,False,35,Dustycloud,Golden Hour,0.681,0.627,8,-8.842,1.0,0.159,0.303,7.04e-05,0.245,0.135,125.008,269695,4.0,550.0,136.0,0.939,2.7259036144578315,techno
Can't Complain,334760,False,26,Nickel Creek,Why Should The Fire Die?,0.402,0.36,2,-11.643,,0.0305,0.508,0.000821,0.0827,0.193,75.865,334760,4.0,398.0,100.0,0.397,3.70048309178744,bluegrass
A ver qué pasa - Estrella Damm 2021,232350,False,59,Rigoberta Bandini,A ver qué pasa - Estrella Damm 2021,0.562,0.655,7,-9.207,0.0,0.0514,0.0159,0.00953,0.122,0.398,129.929,232350,4.0,476.0,119.0,0.246,4.067085953878407,spanish
Spitfire,307800,False,55,The Prodigy,"Always Outnumbered, Never Outgunned",0.563,0.924,2,-2.703,,0.0412,0.000917,0.583,0.0352,0.26,119.089,307800,4.0,609.0,152.0,0.132,3.70048309178744,breakbeat
Invaders Must Die,295026,False,58,The Prodigy,Invaders Must Die,0.606,0.9,6,-5.168,,0.0547,0.000508,0.901,0.112,0.115,140.035,295027,,679.0,169.0,0.246,1.1709531013615733,breakbeat
Daevayasna,426500,False,0,From The Vastland,Daevayasna,0.33,0.982,11,-2.827,1.0,0.0927,0.000131,0.638,0.122,0.0375,120.191,426500,4.0,848.0,211.0,0.725,0.7481162540365985,iranian
Gravitate - Technique Summer 2017 Album Sampler,286896,True,14,Tantrum Desire,Gravitate,0.558,0.919,5,-1.476,0.0,0.159,0.00459,0.399,0.0881,0.127,173.99,286897,,799.0,201.0,0.988,1.2793053545586106,industrial
Fire - Sunrise Version,301826,False,15,The Prodigy,Fire,0.747,0.72,5,-10.53,0.0,0.0513,0.0151,0.00212,0.0513,0.951,140.028,301827,4.0,698.0,176.0,0.881,1.2793053545586106,breakbeat
Night on the River,213226,False,27,The Infamous Stringdusters,Silver Sky,0.492,0.681,7,-6.292,1.0,0.0269,0.46,0.00498,0.192,0.67,108.824,213227,4.0,383.0,96.0,0.174,4.067085953878407,bluegrass
Tiramisu de Limon,249586,False,3,Joaquín Sabina,Éxitos del Pop en Español de los Años 2000,0.563,0.588,2,-7.125,,0.0318,0.0185,0.0,0.0976,0.413,111.951,249587,4.0,450.0,112.0,0.128,3.70048309178744,spanish
勇氣,239293,False,57,Fish Leong,勇氣,0.64,0.366,5,-9.357,1.0,0.0291,0.743,0.0,0.0952,0.235,115.801,239293,4.0,451.0,112.0,0.501,1.2793053545586106,mandopop
Flauta Shakuhachi (Canciones Orientales),329352,False,6,Musica para Acostarse,Música para Acostarse - 30 Canciones Relajantes para Dormir Profundamente y Recarga de Energía,0.113,0.169,6,-16.514,1.0,0.0413,0.979,0.951,0.116,0.0383,74.423,329352,3.0,411.0,136.0,0.8,1.1709531013615733,mandopop
