name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
Barefoot Floors,185906,0,30,The Wailin' Jennys,Down at the Sea Hotel,0.635,0.221,9,-14.548,0.0294,0.911,0.000158,0.11,0.285,76.712,4.0,bluegrass,0
Acid Rush - Extended Vokal mixX,377360,0,6,Mike Dunn,My House From All Angles,0.787,0.897,1,-10.278,0.056,0.00688,0.902,0.0935,0.629,124.992,4.0,chicago-house,3
Some Stupid Tomorrow,260956,1,0,Type O Negative,Dead Again,0.287,0.932,9,-7.727,0.231,0.00817,0.000673,0.556,0.066,131.458,3.0,industrial,1
また会ってください,273533,0,28,Keyakizaka46,世界には愛しかない (Special Edition),0.555,0.918,9,-2.911,0.0491,0.0282,0.0,0.433,0.696,111.985,4.0,j-idol,1
Ewigkeit,425493,0,17,Der Weg einer Freiheit,Der Weg einer Freiheit,0.392,0.776,11,-5.793,0.0507,2.27e-06,0.899,0.078,0.215,114.964,4.0,black-metal,3
Por si las Moscas,231973,0,60,Melendi;Guaynaa,Likes y Cicatrices,0.74,0.867,9,-4.309,0.0615,0.117,0.0,0.13,0.67,91.978,4.0,spanish,1
Entanglement - Raw,214857,1,20,Teejay,Entanglement,0.849,0.696,10,-5.077,0.0496,0.0812,9.25e-06,0.0619,0.536,104.976,4.0,j-dance,1
Si Estuvieras Aquí,251413,0,26,Los Amigos Invisibles,Arepa 3000,0.693,0.569,9,-9.466,0.0303,0.62,0.857,0.157,0.626,130.011,4.0,afrobeat,3
前説ADvance,252853,0,24,Seiko Oomori,超天獄,0.56,0.948,1,-4.179,0.0463,0.00623,0.0,0.0672,0.553,98.98,4.0,j-idol,1
TKO (feat. Rye Rye & Zion I),158352,0,42,Bassnectar;Rye Rye;Zion I,Unlimited,0.545,0.995,7,-1.913,0.237,0.00542,0.0943,0.0939,0.448,88.008,4.0,breakbeat,1
Landing Pad,122880,0,9,Beat Oven,High Again,0.492,0.31,5,-13.167,0.0373,0.246,0.946,0.104,0.367,83.366,5.0,study,3
Kentucky Waltz,160133,0,29,The Osborne Brothers,Bluegrass Collection,0.545,0.326,5,-10.228,0.0283,0.74,0.000147,0.278,0.364,95.282,3.0,bluegrass,0
Azukiiro No Kaori,159066,0,22,Susumu Yokota,Sakura,0.323,0.116,2,-18.776,0.041,0.977,0.981,0.0776,0.068,69.822,5.0,idm,2
Sphere of Change,283042,0,7,Alphaxone,Echoes from Outer Silence,0.181,0.285,7,-18.174,0.0442,0.867,0.942,0.084,0.0322,116.555,4.0,iranian,2
"FUNNY BOY - FROM ""GIGS"" CASE OF BOOWY",256213,0,34,BOØWY,"""GIGS"" CASE OF BOφWY COMPLETE (Live From ""Gigs"" Case Of Boowy / 1987)",0.233,0.962,9,-2.955,0.0825,0.00852,0.000232,0.507,0.405,162.823,4.0,j-idol,1
Evig Köld Koncentrerad,208000,0,18,Istapp,Blekinge,0.188,0.887,0,-6.479,0.0732,8.08e-05,0.0108,0.54,0.538,161.697,3.0,black-metal,1
Como Eu Quero,201038,0,41,Brisa Star,Como Eu Quero,0.616,0.901,0,-2.357,0.0283,0.107,4.53e-06,0.273,0.812,153.975,4.0,forro,1
鼻の奥に米がいる状態,186170,0,24,Maharajan,正気じゃいられない,0.678,0.823,0,-3.908,0.134,0.0287,0.0,0.0396,0.784,111.101,4.0,j-dance,1
Yaariyaan - Male Vocals,374173,0,55,Mohan Kannan;Pritam,Cocktail (Original Motion Picture Soundtrack),0.497,0.519,2,-8.324,0.0297,0.0754,3.07e-05,0.0391,0.415,74.967,4.0,indian,1
A Swarm of Plagues,287333,0,19,Naglfar,Pariah,0.474,0.994,5,-4.666,0.124,0.00325,0.000608,0.498,0.0383,107.014,4.0,black-metal,1
Pliva,244570,0,50,Jamie Jones;AMÉMÉ,Pliva,0.667,0.886,1,-6.999,0.0516,0.00306,0.531,0.0523,0.774,123.007,4.0,techno,1
Doschitai,281240,0,39,Locked Club,Irak,0.712,0.877,0,-5.997,0.0533,0.00102,0.856,0.0824,0.232,130.004,4.0,industrial,3
Jalaluddin,179812,0,34,Gravity,Hustle 2.0,0.804,0.678,2,-6.868,0.116,0.385,0.0,0.121,0.532,120.009,4.0,indian,1
Junglist - Deekline & Aries Remix,255000,0,14,Ed Solo;Deekline;General Levy;Aries,Junglist,0.803,0.676,8,-4.202,0.064,0.0135,6.47e-05,0.0535,0.233,88.003,4.0,breakbeat,1
It's Not Over Yet,218786,0,55,for KING & COUNTRY,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),0.575,0.604,7,-7.223,0.0452,0.015,0.0,0.0725,0.517,74.974,4.0,indian,1
Scape I - Live,172560,0,10,alva noto;Ryuichi Sakamoto,Two (Live at Sydney Opera House),0.17,0.0859,3,-25.897,0.0475,0.971,0.543,0.318,0.033,165.215,1.0,idm,2
Better Than This - Original,252115,0,4,Paul Johnson,Better Than This,0.753,0.334,3,-16.452,0.0453,0.269,0.125,0.109,0.883,103.99,4.0,chicago-house,0
"Spider-Man Theme (From ""Spider-Man"")",64349,0,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.657,0.954,1,-5.546,0.0933,0.259,0.0,0.321,0.905,105.078,4.0,disney,1
天轟回來到,150629,1,22,Asiaboy 禁藥王 ＆ Lizi 栗子,天轟回來到,0.702,0.937,10,-3.108,0.128,0.00679,0.0,0.328,0.558,150.013,4.0,mandopop,1
Ice Cold,173137,0,0,Tube & Berger;Armaja,EDM Gaming Music Autumn/Winter 2022,0.739,0.723,5,-4.972,0.0338,0.288,0.0,0.119,0.429,124.03,4.0,techno,1
I'll See You There,260070,0,17,The Chemical Brothers,Born In The Echoes (Deluxe Edition),0.438,0.9,2,-4.764,0.0793,0.00815,0.609,0.153,0.305,124.989,4.0,breakbeat,3
ときめきHighレンジ!!!,229853,0,19,SUPER☆GiRLS,超絶★学園 〜ときめきHighレンジ!!!〜,0.53,0.943,6,-3.121,0.0553,0.0092,0.0,0.0965,0.846,165.037,4.0,j-idol,1
Que Se Abram os Céus - Ao Vivo,471733,0,55,Nívea Soares,Reino de Justiça (Ao Vivo),0.498,0.644,9,-6.284,0.0339,0.0368,0.0,0.683,0.209,128.146,4.0,brazil,1
Heffalumps and Woozles,108777,0,17,Billboard Baby Lullabies,Lullaby Renditions of Winnie the Pooh,0.225,0.257,0,-16.993,0.0443,0.992,0.901,0.165,0.295,220.084,4.0,disney,2
Benihana Season,117586,0,6,Breakfast For Brunch,Benihana Season,0.714,0.383,1,-14.602,0.0554,0.19,0.844,0.102,0.574,89.949,4.0,study,3
Burn The Ships (R3HAB Remix),146020,0,48,for KING & COUNTRY;R3HAB,Burn The Ships (R3HAB Remix),0.637,0.759,5,-4.804,0.0809,0.0244,0.0,0.0991,0.304,98.035,4.0,indian,1
Draco,137500,1,25,TeeJay,Draco,0.908,0.676,7,-3.067,0.159,0.406,1.51e-06,0.0983,0.494,95.95,4.0,j-dance,1
Siisx,444986,0,8,alva noto;Ryuichi Sakamoto,Revep,0.457,0.204,10,-22.782,0.0429,0.936,0.942,0.109,0.0671,100.523,1.0,idm,2
Far From Any Road,274285,0,0,Comaduster,FiXT Presents: Sinister Sounds,0.544,0.49,2,-10.438,0.0395,0.0125,0.541,0.109,0.172,87.505,4.0,idm,3
Maxwell,305560,0,19,The Infamous Stringdusters,Laws Of Gravity,0.507,0.629,9,-6.716,0.0261,0.711,0.0221,0.202,0.437,101.584,4.0,bluegrass,0
Aliceband,192000,0,14,Stumbleine,Ghosting,0.478,0.421,7,-12.752,0.0357,0.00089,0.761,0.131,0.0732,142.517,4.0,idm,3
Obatalá,412300,0,19,Abayomy Afrobeat Orquestra,Abayomy,0.577,0.773,5,-5.597,0.0525,0.0709,0.00663,0.071,0.469,93.111,4.0,afrobeat,1
Prefazio comune,118000,0,0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.337,0.0707,3,-27.198,0.06,0.973,0.0,0.17,0.0727,108.021,4.0,sleep,0
愛 請問怎麼走,266565,0,24,A-Lin,Love Song (出道十周年情歌精選),0.536,0.449,5,-8.672,0.0338,0.705,0.0,0.103,0.22,129.904,4.0,mandopop,0
Carrier Signal,247190,0,23,Kai Whiston;EDEN,Carrier Signal,0.556,0.762,2,-7.12,0.158,0.00151,0.22,0.76,0.111,128.018,4.0,techno,1
1989 at the bustop,101647,0,39,heroku,deconstruct,0.752,0.424,11,-8.615,0.0663,0.39,0.916,0.0933,0.375,85.034,4.0,study,3
En Peligro de Extincion,189985,0,11,Fernando Corona,En Peligro de Extincion,0.702,0.352,6,-5.366,0.0354,0.729,0.0,0.0889,0.547,124.158,4.0,idm,0
Darker Shade of Black,194293,0,37,Jackie Mittoo,The Keyboard King at Studio One,0.689,0.564,6,-7.276,0.126,0.149,0.941,0.0909,0.758,87.474,4.0,afrobeat,3
Nothing Like You,497574,0,37,Stephan Bodzin;Luna Semara,Boavista,0.636,0.483,9,-13.417,0.0429,0.0735,0.534,0.0884,0.105,124.994,4.0,techno,3
ONCE AGAiN,285050,0,11,BiS,Hey boy hey girl,0.655,0.73,8,-3.693,0.0371,0.0386,0.00175,0.0969,0.499,100.071,4.0,j-idol,1
Hiding,431162,0,36,Hidden Empire;Artche,Hiding,0.746,0.696,1,-9.877,0.0572,0.00105,0.643,0.306,0.204,125.002,4.0,techno,3
D.I.Y. (Edit),259253,0,20,KMFDM,Greatest Shit,0.579,0.979,2,-5.18,0.0629,7.7e-05,0.323,0.279,0.425,124.005,4.0,industrial,1
Every Little Thing (feat. Andy Mineo),202878,0,38,Hillsong Young & Free;Andy Mineo,III (Reimagined),0.526,0.707,5,-5.696,0.0388,0.053,0.0,0.13,0.39,154.83,4.0,forro,1
Strandstille,227044,0,46,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.0837,0.354,10,-28.789,0.0542,0.91,0.942,0.42,0.000378,165.855,4.0,sleep,2
DISPLAY,229413,0,21,Perfume,"Perfume The Best ""P Cubed""",0.676,0.964,9,-1.878,0.0374,0.0202,0.302,0.346,0.497,132.015,4.0,j-idol,1
Mexican Radio,209320,0,2,Celtic Frost,Into the Pandemonium,0.242,0.931,7,-7.779,0.0777,9.83e-06,0.0792,0.0371,0.424,178.937,4.0,black-metal,1
この雨が上がっても,274600,0,13,Tokyo Girls' Style,ノクターナル,0.741,0.769,0,-4.237,0.0249,0.544,0.000495,0.158,0.594,108.007,4.0,j-idol,0
Love Potion No. 9,120222,0,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.725,0.808,4,-9.086,0.0317,0.321,0.0,0.304,0.967,129.93,4.0,disney,1
Nas Asas do Senhor,289840,0,44,Alessandra Salles;Eros Biondini,Vaso de Barro,0.46,0.537,7,-6.989,0.029,0.652,1.65e-06,0.134,0.409,123.858,4.0,brazil,0
Elara - Original Mix,528000,0,36,Hozho,Be The Best & Fuck The Rest,0.778,0.62,9,-8.868,0.0475,0.00107,0.637,0.0902,0.671,127.01,4.0,techno,3
Let the Bass Go - Original Mix,322547,0,8,Colombo,Abandoned Factory,0.728,0.888,1,-4.012,0.0408,0.000469,0.86,0.166,0.469,119.987,4.0,breakbeat,3
Que Vença o Amor,242882,0,51,Gerson Rufino,Bachata (Edição Histórica),0.768,0.75,2,-3.003,0.0295,0.121,0.0,0.116,0.51,111.993,4.0,brazil,1
Life of Grace,205973,0,32,Louis Pascal,Life of Grace,0.59,0.491,0,-9.304,0.233,0.0128,4.71e-05,0.143,0.253,193.616,4.0,afrobeat,1
Caminando por la vida,211680,0,70,Melendi,Que El Cielo Espere Sentao..,0.695,0.958,5,-3.778,0.0827,0.0148,7.16e-06,0.154,0.711,108.054,4.0,spanish,1
Karma Sutra,228173,0,21,Orgone,Orgone,0.651,0.949,6,-5.316,0.0497,0.019,0.85,0.11,0.963,98.336,4.0,afrobeat,3
Muito Pra Te Dar,196666,0,41,Banda Magníficos,Frente a Frente,0.651,0.725,4,-8.148,0.0407,0.477,0.0,0.295,0.956,102.398,4.0,forro,1
Errors on a Canvas,560734,0,31,Hozho,Yin Yang,0.757,0.673,11,-8.338,0.0428,0.0111,0.781,0.115,0.447,126.993,4.0,techno,3
Everytime We Touch - Nightcore & KYANU Edit,148478,0,58,Cascada;KYANU,Nightcore,0.517,0.962,0,-6.391,0.102,0.0126,0.00125,0.436,0.546,177.641,4.0,techno,1
Don't Need No,269080,0,21,Punch Brothers,Antifogmatic,0.554,0.296,8,-15.659,0.0539,0.641,0.112,0.0958,0.535,110.526,4.0,bluegrass,0
"Deva Deva (From ""Brahmastra (Tamil)"")",276964,0,44,Pritam;Sid Sriram;Arijit Singh;Jonita Gandhi,"Deva Deva [From ""Brahmastra (Tamil)""]",0.56,0.728,0,-7.151,0.0445,0.653,0.00662,0.104,0.393,112.045,4.0,indian,0
Lonely But I Like It,295100,0,30,Miso Colt,Lonely But I Like It,0.467,0.368,1,-14.641,0.0445,0.959,0.839,0.384,0.122,74.942,4.0,study,2
Aftershock,435783,0,4,Alphaxone,Ghost Machine,0.199,0.539,11,-20.546,0.0882,0.577,0.896,0.11,0.15,125.384,4.0,iranian,2
Homewards,646986,1,25,Groza,The Redemptive End,0.143,0.983,8,-7.345,0.188,0.000945,0.00963,0.0531,0.0353,82.482,4.0,black-metal,1
Ocean Sounds: Relaxing Waves,176100,0,29,Ocean Waves Sleep Aid,Relaxing Ocean Sounds for Sleep,0.0885,0.123,1,-23.835,0.102,0.917,0.711,0.164,0.0152,88.028,4.0,sleep,2
Space & Time,292493,0,30,VNV Nation,Automatic,0.517,0.794,6,-5.915,0.0312,7.46e-05,4.15e-05,0.149,0.706,126.999,4.0,industrial,1
Forrest Rain,102649,0,27,Rain Sounds,Soft Rain Sleep,0.468,0.993,10,-24.274,0.0386,0.25,0.945,0.932,0.00964,49.296,4.0,sleep,3
Lively,192234,1,16,Dub Pistols;Ragga Twins,Crazy Diamonds,0.664,0.896,6,-3.873,0.287,0.107,0.0,0.336,0.686,168.012,4.0,breakbeat,1
Uni Normal,265520,0,12,alva noto,Unieqav,0.768,0.58,1,-14.146,0.0538,0.0022,0.915,0.121,0.0724,124.985,4.0,idm,3
ヒトリノ夜,247293,0,38,PornoGraffitti,PORNO GRAFFITTI BEST BLUE'S,0.55,0.957,9,-4.591,0.0652,0.129,0.0,0.346,0.656,173.9,4.0,j-idol,1
Unreal,198306,1,54,Soil,Scream: The Essentials,0.518,0.838,6,-6.125,0.0509,0.000592,9.26e-05,0.324,0.324,99.006,4.0,industrial,1
La Caoba,159744,0,64,Sayulita,La Caoba,0.063,0.0295,8,-30.552,0.0425,0.864,0.866,0.104,0.117,65.408,3.0,sleep,2
Helena,285893,0,29,Nickel Creek,Why Should The Fire Die?,0.514,0.621,9,-8.259,0.0343,0.0754,0.0,0.0936,0.115,133.015,4.0,bluegrass,1
No Remorse,355854,0,0,Farzad Golpayegani,Nine,0.478,0.89,4,-9.42,0.0504,0.129,0.0168,0.303,0.586,95.995,4.0,iranian,1
Playing With Fire - Original Mix,218526,1,18,Dither;Deadly Guns,Playing With Fire,0.685,0.98,5,-1.795,0.116,0.0267,0.00025,0.208,0.134,95.034,4.0,idm,1
"Can You Feel The Love Tonight? (From ""The Lion King"")",120192,0,31,Little Piano Player,The Lion King,0.429,0.0301,10,-25.75,0.0637,0.994,0.951,0.111,0.262,119.751,4.0,disney,2
Alleluia: Tamquam prodigium,125840,0,0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.158,0.0495,8,-28.007,0.0414,0.988,0.000193,0.227,0.0736,77.25,4.0,sleep,0
Frosty the Snowman,74833,0,0,Beat Oven,"Baby, It's Cold Outside",0.704,0.571,0,-10.334,0.0463,0.42,0.69,0.361,0.922,90.011,4.0,study,3
Inseminated Adoption,274800,0,18,Hypocrisy,The Final Chapter,0.375,0.972,4,-7.085,0.0836,1.47e-06,0.755,0.0616,0.341,94.94,4.0,black-metal,3
Golden Hours,148302,0,34,Justnormal,Autumn Here,0.53,0.175,8,-7.119,0.16,0.926,0.114,0.103,0.161,171.1,4.0,study,0
Dude,255360,0,60,Beenie Man;Ms. Thing,Back To Basics,0.616,0.71,5,-7.05,0.264,0.123,0.0,0.128,0.945,93.938,4.0,j-dance,1
Na Kehna Tum,265195,0,50,Dream Note,Na Kehna Tum,0.613,0.361,11,-12.354,0.0271,0.624,0.0,0.0999,0.22,105.078,4.0,indian,0
"Don't Stop - 12"" Club Mix",414708,0,11,Freestylers,Don't Stop EP,0.714,0.827,6,-8.829,0.0507,1.43e-05,0.818,0.0978,0.633,127.994,4.0,breakbeat,3
Ralome,269240,0,0,Plaid;Benet Walsh,Rest Proof Clockwork,0.525,0.138,5,-23.333,0.0433,0.971,0.858,0.105,0.267,161.957,3.0,idm,2
Reflertar,198722,0,16,Samuca e a Selva,Ditados Populares Dançantes,0.663,0.478,0,-8.649,0.0279,0.114,0.000515,0.124,0.386,149.957,4.0,afrobeat,1
漂向北方,265325,0,52,Namewee;G.E.M.,漂向北方,0.398,0.822,5,-6.74,0.126,0.0837,0.0,0.252,0.203,174.14,4.0,mandopop,1
Em Teus Braços - Acústico,255600,0,60,Lukas Agustinho,Em Teus Braços (Acústico),0.396,0.485,11,-8.249,0.0344,0.615,0.0,0.151,0.739,62.518,4.0,brazil,0
Aaoge Tum Kabhi,313163,0,62,The Local Train,Aalas Ka Pedh,0.534,0.863,0,-4.616,0.0357,0.0152,0.0167,0.144,0.374,98.006,4.0,indian,1
シュガーグレーズ,213560,0,17,Shiritsu Ebisu Chugaku,私立恵比寿中学,0.678,0.793,0,-7.935,0.0456,0.000962,0.00501,0.149,0.431,149.985,4.0,j-idol,1
Gullveig,488533,0,21,Black Messiah,First War of the World,0.558,0.969,9,-5.069,0.0649,0.00124,0.0735,0.334,0.541,124.019,4.0,black-metal,1
Opening Race,124666,0,49,Randy Newman,Cars (Original Motion Picture Soundtrack),0.478,0.522,6,-9.786,0.0342,0.18,0.91,0.456,0.196,122.73,4.0,disney,3
Sub Piatra Doamnei,251372,0,22,Bucovina,Sub Stele,0.23,0.887,6,-4.374,0.0457,6.28e-05,0.0281,0.133,0.673,135.9,4.0,black-metal,1
Soushkin - Original Mix,387906,0,18,Dream Your Dream,Bonzai Records - All The Full Length Hits & More,0.693,0.74,1,-12.793,0.105,0.413,0.782,0.396,0.0712,156.109,4.0,happy,3
Ainda Bem Que Chegou - Acoustic Version,181978,0,45,Vitor Kley,Ainda Bem Que Chegou (Acoustic Version),0.759,0.66,6,-8.412,0.0495,0.256,0.0,0.111,0.95,91.026,4.0,brazil,1
"Colletta: Prima Orazione, Deus qui beatum Johannem",58053,0,0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.402,0.02,7,-28.484,0.0553,0.963,0.0,0.109,0.0312,103.761,3.0,sleep,0
Blink,183124,0,17,DGHTR,Blink,0.749,0.377,9,-12.766,0.0521,0.472,0.893,0.145,0.58,134.978,4.0,study,3
O Bekhabar,267251,0,55,Pritam;Shreya Ghoshal,Action Replayy,0.618,0.806,7,-4.437,0.0771,0.549,0.0,0.474,0.684,91.909,4.0,indian,0
Snake Pit - Stove Mix,245818,0,17,Jungle Fire,Beats & Culture (BNC002),0.806,0.716,0,-5.483,0.081,0.14,0.892,0.182,0.87,124.778,4.0,afrobeat,3
Deva Deva,279107,0,65,Pritam;Arijit Singh;Amitabh Bhattacharya;Jonita Gandhi,Brahmastra (Original Motion Picture Soundtrack),0.539,0.729,0,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074,4.0,indian,0
Los Domingos No Se Toman Decisiones,200892,0,50,Pole.;Pablo Alborán,Los Domingos No Se Toman Decisiones,0.629,0.364,7,-7.911,0.0346,0.792,0.0,0.137,0.705,139.508,4.0,spanish,0
"Mystical - Alpha Sinus 54,8hz - 57,3 hz",235894,0,61,Drone,Healing Alpha Sinus,0.198,0.0555,8,-32.142,0.0503,0.844,0.852,0.107,0.149,72.421,3.0,sleep,2
Lighter Days,342706,0,0,Angband,Rising from Apadana,0.413,0.588,10,-11.718,0.0403,4.02e-06,0.000124,0.0514,0.205,89.981,4.0,iranian,1
Communio: Quae mihi fuerunt,49000,0,0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.13,0.0694,11,-29.206,0.0578,0.975,0.000708,0.13,0.133,74.389,4.0,sleep,0
Eis-Me Aqui,208752,0,54,Colo de Deus,Colo De Deus,0.408,0.372,7,-9.439,0.0419,0.804,0.0,0.15,0.109,129.716,4.0,brazil,0
THESE DAYS,187941,0,8,OKAY! KENJI,IF I DIE ALONE EP,0.871,0.481,10,-5.898,0.034,0.221,9.55e-05,0.107,0.732,135.973,4.0,sleep,1
Posse (I Need You on the Floor),303546,0,10,Scooter,Encore - Live and Direct,0.53,0.997,8,-4.707,0.0946,0.0938,0.000903,0.961,0.203,139.569,4.0,happy,1
Foroud,250413,0,0,Negin Zomorrodi,InMigration,0.217,0.19,9,-18.508,0.0333,0.888,0.729,0.0872,0.148,84.823,4.0,iranian,2
Realities,515910,0,34,Hozho,"Singles Collection, Vol. 1",0.788,0.499,11,-10.092,0.0436,0.0108,0.742,0.107,0.211,127.009,4.0,techno,3
Ruffneck (Radio Edit),248301,0,19,Freestylers;Navigator,Ruffneck (feat. Navigator),0.85,0.897,10,-11.222,0.0718,0.0231,0.0,0.248,0.627,125.908,4.0,breakbeat,1
Deus De Perto,389639,0,29,Gabriela Gomes;Rapha Gonçalves,Deus De Perto,0.357,0.599,4,-6.351,0.0414,0.108,0.0,0.103,0.215,139.684,4.0,brazil,1
Next 2 Me - Radio Edit,225175,0,23,Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo - 25 Years Anniversary,0.561,0.996,3,-4.47,0.0628,0.0812,0.129,0.155,0.479,164.018,4.0,happy,1
Tu Boca,225876,0,0,Antonio José,Dulce Balada,0.503,0.455,2,-6.959,0.0348,0.806,0.0,0.153,0.321,72.743,1.0,spanish,0
Me Cuesta Tanto Olvidarte (En Vivo),199434,0,33,Ana Torroja;Benny,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.51,0.571,7,-10.252,0.0321,0.614,1.2e-06,0.975,0.346,141.928,4.0,spanish,0
Let it fly,330533,0,22,Leola,Let it fly,0.692,0.811,8,-3.578,0.031,0.187,0.0,0.235,0.538,127.969,4.0,j-dance,1
Neon Karma,236133,0,18,Stormlord,Mare Nostrum,0.397,0.951,1,-6.074,0.0726,7.09e-06,0.621,0.293,0.607,82.483,4.0,black-metal,3
i like red,122500,0,58,Charlene Su,i like red,0.691,0.45,1,-12.395,0.145,0.335,0.000323,0.163,0.65,169.908,4.0,sleep,0
七里香,295306,0,64,Jay Chou,七里香,0.483,0.576,0,-6.911,0.028,0.382,0.00011,0.278,0.49,142.132,4.0,mandopop,0
布拉格廣場,294600,0,47,Jolin Tsai,看我72變,0.609,0.806,1,-4.399,0.228,0.316,0.0162,0.0617,0.408,189.182,4.0,mandopop,1
"I'll Be Your Friend - 7"" Radio Mix",236253,0,16,Robert Owens,Dance Vault Mixes - I'll Be Your Friend,0.764,0.6,5,-11.107,0.0369,0.000163,2.09e-05,0.0961,0.6,121.723,4.0,chicago-house,1
Mir fällt die Decke auf den Kopf,189186,0,21,Tobee,Mir fällt die Decke auf den Kopf,0.721,0.998,9,-1.71,0.184,0.0152,0.0,0.291,0.832,138.009,4.0,happy,1
After the Rain,234031,0,35,Kyson,Kyson,0.599,0.446,11,-8.99,0.0344,0.858,0.000164,0.103,0.15,105.347,4.0,idm,0
Skinned,213933,1,22,Static-X,Cult of Static,0.577,0.987,10,-3.954,0.0742,0.000158,6.02e-05,0.0712,0.448,141.964,4.0,industrial,1
Brawling,157575,0,10,Nervz,Brawling,0.643,0.485,1,-9.387,0.156,0.0609,0.0,0.213,0.115,98.96,4.0,j-dance,1
Never Again,129946,0,38,Trampled by Turtles,Trouble,0.554,0.888,8,-8.964,0.049,0.353,1.97e-05,0.0819,0.649,135.16,4.0,bluegrass,1
ズルいよ ズルいね,284560,0,24,=LOVE,全部、内緒。 (Special Edition),0.574,0.768,8,-3.388,0.0314,0.4,1.68e-06,0.0537,0.349,129.97,4.0,j-idol,1
Rebellion,206106,0,20,Samael,Aeonics - An Anthology,0.444,0.88,6,-6.912,0.0399,2.74e-06,0.242,0.254,0.444,112.009,4.0,black-metal,1
Steampipe Coffee,289588,0,17,Circus No. 9;Jeff Sipe,Steampipe Coffee,0.479,0.41,9,-9.479,0.0391,0.746,0.00153,0.0834,0.452,151.855,4.0,bluegrass,0
Twisted - Tom Real & Rogue Element Remix,426640,0,11,Rob Le Pitch;Tom Real;The Rogue Element,"Breakbeat Bass, Vol. 2",0.643,0.745,9,-6.953,0.0461,0.000122,0.648,0.0731,0.688,132.984,4.0,breakbeat,3
Bang! Goes Old Betsy,122840,0,23,George Bruns,Country Bear Jamboree,0.615,0.436,0,-10.303,0.0382,0.504,0.402,0.0864,0.964,169.505,4.0,disney,0
1 Law,180976,0,20,Chronic Law,1 Law,0.555,0.581,1,-9.111,0.488,0.292,0.0,0.114,0.544,62.402,3.0,j-dance,1
Wollt ihr das Bett in Flammen sehen,315850,0,63,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),0.673,0.766,2,-7.342,0.0394,2.37e-05,0.673,0.699,0.641,129.928,4.0,industrial,3
Sempre Brilhará - Ao Vivo,285387,0,1,Celso Blues Boy,Quem Foi Que Falou Que Acabou o Rock'N Roll? (Ao Vivo),0.374,0.924,7,-3.291,0.0458,0.00148,9.5e-05,0.83,0.382,100.333,4.0,bluegrass,1
What A Beautiful Name (Acoustic),254973,0,45,Hillsong Worship;Brooke Ligertwood,let there be light.,0.459,0.171,2,-10.804,0.0348,0.846,0.0,0.106,0.168,139.866,4.0,afrobeat,0
Wir sind das Licht,271057,0,0,Blutengel,Wir sind das Licht,0.532,0.868,8,-4.761,0.0351,0.00439,0.0393,0.0931,0.739,116.004,4.0,industrial,1
HOAX,226516,1,55,Angerfist;Furyan,Creed Of Chaos,0.304,0.994,7,-2.838,0.482,0.178,0.000689,0.462,0.054,177.989,4.0,techno,1
Una Locura,230693,0,76,Ozuna;J Balvin;Chencho Corleone,ENOC,0.714,0.761,5,-4.596,0.0427,0.139,0.00035,0.241,0.906,168.022,4.0,spanish,1
Marche Des Rois (Remastered 2014),113821,0,0,Traditional;Les Chanteurs de la Vierge,"Classical Christmas, Vol. 2",0.47,0.299,2,-11.823,0.0488,0.993,0.0,0.28,0.214,111.97,4.0,sleep,0
Jazz Bars,151874,0,40,Dusty Decks,Crackle & Chop,0.8,0.306,9,-7.781,0.0416,0.358,0.859,0.119,0.559,90.013,4.0,study,3
You Make Me,230746,0,0,Avicii,Electro sounds,0.569,0.695,6,-5.808,0.0423,0.00148,0.00221,0.376,0.506,125.098,4.0,breakbeat,1
When Sadness Embraces My Heart,558811,0,0,Eternal Griefs,Blanche Monnier,0.306,0.796,8,-9.177,0.0556,0.000758,0.773,0.0642,0.33,135.022,4.0,iranian,3
Alles was ich will,176573,0,24,Höhner,"Wenn Nicht Jetzt, Wann Dann - Die Größten Hits Und Schönsten Balladen",0.735,0.919,2,-5.634,0.035,0.0042,0.0,0.221,0.856,127.042,4.0,happy,1
Feel the Music - Remix,240426,0,18,Paul Elstak,May The Forze Be With You,0.475,0.979,11,-7.783,0.0487,0.000142,0.564,0.0846,0.494,167.841,4.0,happy,3
